Age,Gender,Education Level,Job Title,Years of Experience,Salary
27,Male,High School,Director of Engineering,3,155500
22,Female,Bachelor's,Intern,0,41000
23,Male,Bachelor's,Director,0,157000
55,Male,Bachelor's,Cloud Architect,32,317500
26,Male,Bachelor's,Cloud Architect,1,141500
30,Female,Bachelor's,Electrical Engineer,5,110000
30,Female,High School,Senior Accountant,4,79000
28,Female,PhD,Project Manager,1,119000
30,Male,High School,Senior Accountant,5,78500
22,Male,Bachelor's,Software Engineer,0,98500
28,Female,High School,Electrical Engineer,8,77000
33,Female,PhD,Business Analyst,7,120000
33,Female,High School,Senior Software Engineer,9,119000
25,Female,High School,Business Analyst,1,61000
30,Female,Master's,Director,6,214000
33,Female,Bachelor's,VP,11,238000
29,Male,Master's,Senior Product Manager,6,194500
30,Male,Bachelor's,CFO,7,299500
26,Male,Master's,Electrical Engineer,3,104500
26,Female,PhD,VP of Engineering,0,222000
25,Female,Bachelor's,Operations Manager,0,82500
33,Female,High School,Brand Manager,12,88000
25,Female,PhD,Full Stack Developer,1,128500
27,Male,PhD,Supply Chain Manager,2,140500
28,Female,Bachelor's,Machine Learning Engineer,4,122000
22,Female,Bachelor's,Chemical Engineer,0,82500
30,Male,High School,Manager,3,69000
33,Female,Master's,Chemical Engineer,10,143000
28,Male,Bachelor's,Director,10,230500
30,Male,Bachelor's,DevOps Engineer,8,131000
32,Female,Bachelor's,Chemical Engineer,8,89000
38,Male,PhD,UX Designer,11,154000
25,Female,Master's,Intern,3,53000
24,Female,Bachelor's,Supply Chain Manager,2,90500
42,Female,Bachelor's,HR Manager,18,131000
33,Female,Bachelor's,Manager,11,109000
36,Male,Master's,Director of Engineering,11,243500
36,Male,Bachelor's,UI Designer,14,109000
37,Male,Master's,Full Stack Developer,11,154000
26,Female,Bachelor's,COO,3,227500
24,Male,High School,VP of Engineering,2,162500
26,Male,Bachelor's,Junior Developer,4,61000
32,Female,Bachelor's,Senior Software Engineer,6,141500
25,Male,High School,Full Stack Developer,1,63500
26,Male,PhD,CEO,4,431000
27,Female,Bachelor's,CEO,4,325500
25,Male,Bachelor's,HR Specialist,1,53500
26,Male,Bachelor's,Data Engineer,3,126000
35,Male,Bachelor's,Frontend Developer,10,99500
27,Female,PhD,Financial Analyst,3,117000
27,Male,Bachelor's,UI Designer,2,84500
32,Male,Master's,Content Strategist,7,88000
31,Male,PhD,Director,9,248000
33,Male,High School,Senior Manager,8,124500
25,Male,Bachelor's,Electrical Engineer,2,89000
37,Female,Bachelor's,Software Engineer,12,119000
22,Male,High School,Biomedical Engineer,1,74500
27,Male,Bachelor's,Mobile Developer,4,86000
34,Male,Master's,Graphic Designer,9,86500
22,Male,Master's,Machine Learning Engineer,0,152500
38,Male,PhD,HR Manager,15,167500
23,Female,Bachelor's,Director,1,144000
24,Female,Master's,Senior Accountant,0,105500
23,Male,Bachelor's,Supply Chain Manager,2,107500
28,Female,Bachelor's,Financial Analyst,5,89000
42,Male,Master's,Civil Engineer,18,163500
27,Female,PhD,Investment Banker,3,201000
31,Female,Bachelor's,Machine Learning Engineer,4,136500
25,Male,Master's,Intern,5,55000
25,Female,PhD,COO,2,328000
23,Female,High School,Civil Engineer,0,70500
22,Male,Master's,UX Designer,2,111000
25,Male,Master's,Financial Analyst,4,87500
24,Male,Bachelor's,Civil Engineer,1,76000
27,Male,Master's,Mobile Developer,1,100500
28,Male,Bachelor's,COO,4,247500
30,Male,PhD,Data Analyst,8,112500
25,Female,Bachelor's,Machine Learning Engineer,1,119500
22,Male,Master's,Senior Product Manager,0,168500
30,Male,PhD,Scrum Master,7,144500
36,Male,Bachelor's,Recruiter,12,89500
22,Male,Bachelor's,Senior Product Manager,0,127000
22,Female,Master's,Senior Manager,0,126000
22,Female,Master's,Junior Developer,0,60000
28,Female,Bachelor's,Mechanical Engineer,1,85000
41,Male,Bachelor's,DevOps Engineer,15,168000
27,Female,Master's,HR Specialist,5,86000
25,Female,Master's,Intern,1,50500
26,Male,Bachelor's,Senior Manager,3,124000
30,Male,Bachelor's,Project Manager,5,87500
25,Female,High School,Chemical Engineer,2,75000
33,Male,Bachelor's,UI Designer,7,94000
27,Male,PhD,Frontend Developer,0,116000
43,Female,Bachelor's,Business Development Manager,19,145500
26,Male,Bachelor's,Civil Engineer,5,90000
31,Female,Bachelor's,Mechanical Engineer,9,106000
29,Male,Master's,UI Designer,6,106500
48,Male,Master's,Frontend Developer,25,170500
41,Female,High School,Senior Software Engineer,18,141500
30,Female,Master's,CTO,9,351000
33,Female,Bachelor's,Graphic Designer,5,70500
26,Male,Bachelor's,Data Engineer,5,120500
24,Female,Bachelor's,Senior Product Manager,0,140000
27,Female,Bachelor's,Operations Manager,2,99000
24,Male,Bachelor's,Operations Manager,3,100000
32,Male,Master's,Graphic Designer,9,84500
26,Male,Bachelor's,Data Analyst,3,72500
33,Female,Bachelor's,Recruiter,8,68500
36,Female,PhD,Brand Manager,15,166000
32,Female,Bachelor's,Scrum Master,7,119500
23,Female,Bachelor's,Senior Data Scientist,1,152500
25,Female,Bachelor's,Senior Manager,0,118500
30,Male,Master's,Manager,2,96500
28,Female,Bachelor's,CEO,2,304000
32,Male,PhD,Electrical Engineer,8,165500
36,Male,High School,Senior Data Scientist,11,142000
25,Female,Master's,Senior Software Engineer,0,146000
33,Male,Master's,Backend Developer,6,129000
24,Female,Bachelor's,Intern,2,42500
28,Female,Bachelor's,Intern,6,48500
28,Female,Bachelor's,Operations Manager,6,118500
25,Male,PhD,Marketing Manager,2,115500
22,Male,Bachelor's,Account Executive,0,79500
26,Female,Bachelor's,Intern,2,41000
30,Male,PhD,Brand Manager,6,166500
31,Female,High School,Cloud Architect,6,128500
32,Female,Bachelor's,Backend Developer,8,94500
36,Male,PhD,Product Manager,10,217000
22,Female,Bachelor's,Project Manager,0,81000
32,Male,Master's,Senior Data Scientist,6,176000
25,Male,Bachelor's,Mobile Developer,1,92000
32,Male,Bachelor's,Mechanical Engineer,9,110000
29,Male,Master's,Business Development Manager,3,125000
29,Female,Bachelor's,Junior Developer,5,57500
26,Female,Master's,Senior Financial Analyst,3,122000
24,Female,High School,Business Analyst,1,59000
63,Female,Master's,Brand Manager,37,235500
29,Male,Bachelor's,Senior Manager,3,131500
31,Female,Bachelor's,Brand Manager,7,98000
32,Female,Master's,Backend Developer,9,142000
29,Male,Master's,Supply Chain Manager,1,100000
29,Male,Bachelor's,Senior Financial Analyst,0,90500
24,Male,High School,Content Strategist,0,46500
34,Male,Bachelor's,Sales Representative,7,62000
33,Female,Bachelor's,Electrical Engineer,6,111000
29,Male,Master's,VP,4,226500
37,Female,Bachelor's,Electrical Engineer,16,149000
28,Female,Bachelor's,COO,9,265500
24,Male,Bachelor's,COO,0,221000
23,Male,High School,Marketing Manager,2,68500
25,Female,PhD,Sales Manager,4,122000
30,Female,PhD,Cybersecurity Analyst,3,130500
31,Female,Bachelor's,COO,4,240500
25,Female,Bachelor's,Senior Product Manager,1,132000
26,Female,Master's,VP of Engineering,2,236000
30,Male,Master's,Senior Data Scientist,8,200000
29,Male,Bachelor's,Data Engineer,2,115000
25,Female,Bachelor's,Account Executive,1,77500
26,Male,Bachelor's,Junior Developer,6,64000
27,Male,Bachelor's,Chemical Engineer,1,84000
27,Female,Bachelor's,Backend Developer,2,84500
25,Female,PhD,Senior Manager,1,126500
33,Female,PhD,Sales Representative,7,83500
50,Female,High School,COO,28,338500
27,Female,Master's,Cybersecurity Analyst,3,119000
23,Female,Bachelor's,Research Scientist,1,108000
32,Male,Master's,Senior Manager,6,151000
30,Female,Master's,Senior Financial Analyst,6,148500
26,Male,PhD,Director,5,246500
25,Male,Bachelor's,Director,1,148500
23,Male,Bachelor's,Graphic Designer,1,58000
24,Male,Bachelor's,Brand Manager,1,80000
24,Female,Bachelor's,Data Analyst,5,74500
31,Female,Bachelor's,Director,4,193500
50,Male,Bachelor's,Chemical Engineer,22,156500
35,Female,PhD,Software Engineer,12,160500
22,Male,Bachelor's,Backend Developer,0,85500
33,Male,PhD,Manager,8,118000
28,Male,High School,Project Manager,7,95000
22,Male,Bachelor's,Civil Engineer,0,75000
28,Female,PhD,HR Manager,6,137500
24,Male,Bachelor's,Sales Manager,0,86500
26,Female,Bachelor's,Senior Software Engineer,4,124000
25,Male,PhD,Frontend Developer,1,112000
25,Female,Bachelor's,Biomedical Engineer,3,104500
30,Female,Bachelor's,Director,6,187500
27,Male,Master's,Director of Engineering,1,165000
63,Female,Bachelor's,Full Stack Developer,39,200500
23,Male,Bachelor's,Intern,1,36000
29,Male,Master's,Investment Banker,6,192500
22,Male,Master's,Cybersecurity Analyst,1,110000
24,Male,Master's,Accountant,2,75500
30,Female,Bachelor's,Digital Marketing Specialist,9,74500
29,Female,Bachelor's,UX Designer,4,92000
23,Male,Master's,Content Strategist,1,66500
22,Male,Bachelor's,Frontend Developer,0,78500
22,Male,Bachelor's,Data Scientist,0,97500
23,Female,Master's,HR Specialist,2,69500
30,Male,Bachelor's,HR Manager,6,102500
25,Male,Bachelor's,COO,2,229000
31,Male,Bachelor's,UX Designer,4,104500
26,Female,Master's,Data Analyst,1,83500
26,Female,Bachelor's,Manager,0,71000
23,Male,Master's,Senior Data Scientist,2,159500
34,Male,Bachelor's,Cybersecurity Analyst,8,126500
22,Female,Master's,Civil Engineer,0,96500
22,Female,Master's,UI Designer,2,91000
29,Female,High School,Intern,5,36000
22,Female,Master's,Logistics Coordinator,0,55500
24,Male,Bachelor's,Machine Learning Engineer,1,117500
29,Female,PhD,Mechanical Engineer,3,129500
27,Female,Bachelor's,Data Scientist,1,93000
29,Male,High School,Senior Financial Analyst,5,92500
27,Male,Master's,Biomedical Engineer,1,118000
41,Male,Master's,Sales Manager,16,158500
29,Female,Bachelor's,Project Manager,4,97500
25,Male,Master's,Senior Data Analyst,2,120500
23,Male,Master's,Director,1,169500
22,Male,Bachelor's,Content Strategist,0,61500
43,Female,Bachelor's,COO,20,392000
52,Male,Master's,Senior Financial Analyst,30,232500
32,Female,Master's,COO,7,313500
25,Male,Bachelor's,Software Engineer,0,82000
23,Male,Master's,Graphic Designer,3,75500
49,Male,Master's,Senior Product Manager,27,277000
23,Male,PhD,Chemical Engineer,1,115000
25,Female,Bachelor's,Project Manager,2,87000
33,Female,Bachelor's,VP of Engineering,8,262000
30,Female,PhD,HR Manager,6,112500
26,Female,Bachelor's,Brand Manager,4,96000
28,Female,Bachelor's,Digital Marketing Specialist,4,71000
33,Male,Bachelor's,Business Analyst,11,99500
44,Female,High School,Product Manager,18,151500
24,Male,Master's,Senior Product Manager,2,217000
25,Male,Bachelor's,Graphic Designer,5,65000
33,Male,Master's,HR Manager,9,126500
26,Male,Bachelor's,Business Development Manager,5,100000
26,Male,Master's,Account Executive,0,80000
33,Male,Bachelor's,Full Stack Developer,7,112500
34,Female,High School,Investment Banker,10,140000
33,Female,PhD,VP,9,283000
22,Male,Master's,Electrical Engineer,0,113500
23,Male,Bachelor's,Junior Developer,1,57500
24,Male,High School,Accountant,2,48500
27,Male,Bachelor's,Civil Engineer,5,81000
35,Male,Master's,Sales Manager,16,164500
22,Male,PhD,HR Manager,0,97500
34,Male,Bachelor's,Mobile Developer,10,107500
40,Male,High School,Scrum Master,16,108500
46,Female,High School,Brand Manager,21,114500
27,Male,Master's,Biomedical Engineer,0,104500
34,Female,PhD,Cloud Architect,11,256000
28,Female,Bachelor's,Senior Data Analyst,3,84000
25,Female,Master's,Senior Data Analyst,1,95000
31,Female,Master's,Data Analyst,7,87500
26,Male,Bachelor's,Data Analyst,3,71000
44,Male,Bachelor's,Mechanical Engineer,20,134000
25,Female,PhD,Business Development Manager,3,153500
25,Male,Bachelor's,Cybersecurity Analyst,1,104500
28,Male,High School,Project Manager,2,65500
29,Female,Bachelor's,Logistics Coordinator,6,68000
26,Male,Bachelor's,Senior Product Manager,1,135500
26,Female,Master's,VP,3,243500
27,Male,Master's,Electrical Engineer,1,99000
26,Female,Master's,Senior Financial Analyst,2,115000
23,Male,Bachelor's,Research Scientist,0,99000
22,Female,PhD,Senior Product Manager,0,195000
25,Female,PhD,DevOps Engineer,1,156000
28,Male,Bachelor's,Director,5,171000
25,Male,Bachelor's,Operations Manager,3,107500
29,Male,Master's,Project Manager,6,107000
37,Male,Master's,Operations Manager,17,159000
29,Male,Bachelor's,Content Strategist,4,69500
33,Female,Master's,Senior Product Manager,11,205500
35,Female,Bachelor's,Director,11,216000
35,Female,Master's,Electrical Engineer,13,149500
26,Female,Master's,Cloud Architect,4,198000
30,Female,Bachelor's,Product Manager,9,147000
26,Male,Master's,Senior Data Analyst,4,99000
31,Female,Bachelor's,Backend Developer,8,96500
25,Male,Bachelor's,Marketing Manager,0,73500
36,Female,Master's,Chemical Engineer,13,153500
27,Female,Master's,UX Designer,3,105500
22,Female,Bachelor's,Electrical Engineer,1,97500
30,Male,Bachelor's,UX Designer,6,96500
32,Female,Bachelor's,Operations Manager,7,108000
23,Male,Master's,Machine Learning Engineer,0,129000
36,Male,Master's,Marketing Manager,12,136000
32,Male,PhD,HR Specialist,8,100000
32,Female,High School,Electrical Engineer,9,88000
29,Male,Bachelor's,CTO,6,268000
33,Male,PhD,Senior Financial Analyst,9,170000
33,Female,Bachelor's,HR Manager,7,108500
23,Female,Bachelor's,DevOps Engineer,2,107500
27,Female,Bachelor's,Business Analyst,0,66000
30,Female,Bachelor's,COO,5,255000
22,Male,Bachelor's,Accountant,2,63000
28,Female,High School,Director,5,158000
26,Female,PhD,Cloud Architect,5,223000
22,Male,Bachelor's,Accountant,0,57500
22,Male,Master's,Electrical Engineer,0,105500
38,Male,High School,HR Manager,12,87500
28,Male,Bachelor's,Project Manager,0,76500
25,Female,Bachelor's,COO,2,222000
50,Male,Master's,Cloud Architect,23,303500
31,Female,Master's,Senior Data Scientist,4,180000
41,Female,Bachelor's,COO,18,341500
27,Female,Master's,Manager,5,101500
28,Female,Bachelor's,Marketing Manager,5,96500
32,Female,High School,Senior Financial Analyst,8,102000
35,Male,Bachelor's,Product Manager,10,146000
29,Male,PhD,Machine Learning Engineer,6,178000
31,Female,PhD,Graphic Designer,10,107500
29,Female,Master's,Chemical Engineer,4,103500
27,Male,Bachelor's,Operations Manager,4,100500
26,Female,Master's,Product Manager,3,144000
36,Female,Bachelor's,Senior Accountant,11,111500
25,Female,Master's,COO,1,276500
28,Male,PhD,Mobile Developer,2,114000
26,Male,PhD,Data Engineer,1,155000
28,Male,Bachelor's,Machine Learning Engineer,2,130500
37,Male,Bachelor's,Senior Accountant,11,109500
27,Male,PhD,Project Manager,1,112500
26,Male,Master's,Senior Data Scientist,4,191000
27,Female,Bachelor's,Backend Developer,4,90000
33,Male,High School,Chemical Engineer,6,88000
26,Female,Master's,Senior Financial Analyst,3,124000
24,Female,Master's,Accountant,0,70500
41,Male,Bachelor's,CTO,16,417500
23,Male,Master's,Civil Engineer,4,101000
23,Male,Master's,Recruiter,0,74000
26,Female,Bachelor's,Director of Engineering,3,180500
24,Female,Bachelor's,Investment Banker,0,134500
35,Male,Bachelor's,Cybersecurity Analyst,13,132500
48,Female,Master's,Recruiter,25,122500
27,Male,High School,Senior Software Engineer,4,108500
27,Female,Bachelor's,Senior Manager,3,137500
30,Female,PhD,Software Engineer,7,143500
26,Male,High School,Senior Product Manager,1,119000
29,Male,Bachelor's,Research Scientist,5,115500
29,Male,Bachelor's,Brand Manager,4,95000
23,Male,Bachelor's,Software Engineer,6,107000
22,Male,PhD,COO,1,320500
64,Male,Bachelor's,Brand Manager,40,195000
24,Female,Bachelor's,UI Designer,4,89500
27,Female,High School,CEO,2,208500
34,Male,High School,Investment Banker,11,144500
32,Female,Bachelor's,Civil Engineer,8,87000
30,Male,Bachelor's,Senior Product Manager,1,149500
32,Female,Bachelor's,DevOps Engineer,8,128000
33,Female,Bachelor's,Backend Developer,10,105500
36,Female,Bachelor's,Cybersecurity Analyst,10,127500
33,Male,Bachelor's,Senior Financial Analyst,11,125000
24,Female,Bachelor's,Software Engineer,0,98000
31,Female,PhD,Project Manager,5,136500
26,Male,Master's,COO,3,269000
26,Male,Master's,DevOps Engineer,0,136000
37,Female,Master's,Mobile Developer,12,139000
25,Male,Bachelor's,Senior Software Engineer,2,124500
25,Female,Master's,Director,1,185500
29,Female,Master's,Graphic Designer,5,84500
26,Female,Master's,Biomedical Engineer,3,95500
52,Female,Bachelor's,HR Manager,30,143000
27,Female,Master's,Cybersecurity Analyst,3,122500
22,Female,Bachelor's,Senior Financial Analyst,0,94500
22,Female,Master's,Full Stack Developer,0,113000
22,Male,Master's,Scrum Master,0,106500
23,Female,Master's,Supply Chain Manager,3,110500
24,Female,Bachelor's,Chemical Engineer,2,90000
29,Female,High School,Electrical Engineer,7,83500
32,Male,PhD,Senior Product Manager,10,254500
25,Female,Bachelor's,Junior Developer,1,55000
39,Female,PhD,Backend Developer,13,196000
27,Male,Bachelor's,Cloud Architect,3,131500
28,Male,Bachelor's,Senior Data Analyst,6,109000
26,Male,Bachelor's,Frontend Developer,2,77500
28,Female,Bachelor's,Manager,4,96000
34,Female,Master's,Digital Marketing Specialist,11,96500
28,Male,Master's,Intern,6,62000
30,Male,High School,Civil Engineer,7,73500
26,Female,Bachelor's,Sales Representative,1,54000
25,Female,Bachelor's,Business Development Manager,1,105500
31,Female,Bachelor's,UI Designer,7,98500
23,Male,High School,Accountant,0,46000
31,Male,PhD,Supply Chain Manager,6,152000
23,Male,Master's,Sales Representative,2,68500
28,Female,Bachelor's,Senior Data Scientist,2,154000
51,Male,PhD,Financial Analyst,25,199000
51,Male,Master's,HR Specialist,28,136000
35,Male,Bachelor's,Data Scientist,12,160500
28,Male,Bachelor's,Machine Learning Engineer,4,136500
23,Female,Bachelor's,Backend Developer,0,86500
34,Male,Bachelor's,Cloud Architect,8,184000
23,Female,Bachelor's,Biomedical Engineer,0,88500
35,Male,Master's,Operations Manager,15,136500
35,Female,Master's,Financial Analyst,12,108000
22,Male,Master's,Electrical Engineer,1,109000
35,Female,PhD,Financial Analyst,12,149500
24,Male,Bachelor's,Manager,0,88500
25,Female,Bachelor's,Product Manager,1,109000
26,Male,High School,UX Designer,0,67000
31,Male,Bachelor's,Business Development Manager,6,126000
29,Female,Master's,Content Strategist,7,83500
28,Female,Bachelor's,Digital Marketing Specialist,7,74500
32,Male,Master's,COO,6,326000
25,Female,Master's,Senior Manager,0,134000
23,Female,Master's,Chemical Engineer,2,109500
26,Male,Bachelor's,Electrical Engineer,1,91000
34,Female,Bachelor's,Software Engineer,9,112000
25,Male,Master's,Product Manager,1,126000
22,Male,Master's,Frontend Developer,2,92500
27,Male,Bachelor's,Cloud Architect,2,124500
27,Male,PhD,Junior Developer,2,76500
28,Female,PhD,Senior Data Analyst,4,142000
25,Female,Bachelor's,Software Engineer,2,85000
22,Male,Bachelor's,Software Engineer,0,88000
41,Female,Bachelor's,CFO,18,403000
33,Female,Bachelor's,UI Designer,7,107000
28,Male,High School,Logistics Coordinator,4,50500
27,Male,PhD,DevOps Engineer,1,151500
33,Male,PhD,Junior Developer,8,86000
43,Male,Master's,CTO,16,399500
26,Female,Bachelor's,Senior Data Analyst,2,100000
26,Female,High School,Business Development Manager,2,85500
31,Male,Bachelor's,Mobile Developer,8,106500
37,Female,Bachelor's,Project Manager,12,110500
25,Female,Bachelor's,CTO,0,230500
26,Male,Bachelor's,Senior Accountant,2,86000
33,Female,Bachelor's,Operations Manager,11,122000
26,Male,Master's,Backend Developer,3,105500
32,Female,Bachelor's,Data Scientist,8,120000
24,Female,Master's,Sales Representative,1,53000
54,Female,Master's,Graphic Designer,28,122000
31,Male,Bachelor's,Sales Manager,6,111500
40,Male,Bachelor's,Data Analyst,15,105000
24,Male,PhD,Frontend Developer,1,112500
25,Female,Bachelor's,Biomedical Engineer,4,97000
47,Female,PhD,Sales Manager,22,202000
24,Male,Bachelor's,Scrum Master,0,91000
30,Female,Bachelor's,Account Executive,5,78000
35,Male,Bachelor's,Intern,14,55000
27,Male,Bachelor's,Data Engineer,0,116000
29,Male,High School,Cybersecurity Analyst,5,87500
26,Female,PhD,CFO,8,407500
41,Female,Bachelor's,Director of Engineering,14,249500
26,Female,High School,Content Strategist,1,49500
44,Female,Bachelor's,COO,19,373000
39,Male,Bachelor's,Chemical Engineer,18,137000
27,Male,High School,Director,4,136000
28,Female,Bachelor's,Junior Developer,6,70500
46,Female,PhD,DevOps Engineer,23,212000
27,Male,High School,Software Engineer,3,70000
25,Male,Bachelor's,Operations Manager,1,93000
30,Female,Master's,Senior Manager,7,169000
25,Female,Master's,Director of Engineering,2,217000
34,Male,Master's,Brand Manager,9,134500
23,Male,Bachelor's,Supply Chain Manager,0,88500
26,Female,High School,Director,0,129500
35,Female,Bachelor's,Senior Manager,11,136500
43,Female,Bachelor's,Investment Banker,19,197000
26,Female,PhD,Senior Software Engineer,2,173000
26,Male,Bachelor's,Intern,2,39000
41,Male,PhD,Senior Manager,16,241000
32,Female,Bachelor's,Business Analyst,10,87500
37,Male,Bachelor's,Data Scientist,13,132000
30,Male,Master's,Manager,10,132500
31,Male,Bachelor's,Manager,6,99500
33,Female,Master's,Accountant,11,91000
40,Male,PhD,Graphic Designer,17,119000
24,Male,Bachelor's,Biomedical Engineer,0,88500
22,Female,Master's,Account Executive,0,76000
25,Female,Master's,Cloud Architect,3,175000
26,Female,Bachelor's,Director,0,148500
22,Male,High School,Cybersecurity Analyst,1,76500
28,Female,Bachelor's,Senior Manager,6,143500
28,Male,Bachelor's,Project Manager,0,93000
41,Male,Master's,Account Executive,17,139000
49,Female,Bachelor's,HR Manager,26,151500
29,Female,Bachelor's,Product Manager,4,116500
26,Female,Bachelor's,HR Specialist,0,50500
22,Female,Bachelor's,Research Scientist,1,108500
30,Female,High School,Senior Accountant,7,70500
44,Male,Master's,Logistics Coordinator,20,110000
32,Female,Master's,Mechanical Engineer,8,120000
26,Female,Bachelor's,Sales Representative,2,47000
27,Female,Bachelor's,Recruiter,0,60500
23,Female,High School,Junior Developer,0,44000
30,Female,High School,HR Specialist,9,58500
36,Male,Bachelor's,Content Strategist,12,94500
27,Male,Bachelor's,Sales Manager,6,113500
29,Female,Bachelor's,Brand Manager,2,99500
32,Female,Bachelor's,Senior Financial Analyst,13,161000
23,Male,Master's,Senior Software Engineer,0,144000
60,Female,Bachelor's,Mobile Developer,35,176000
25,Male,Master's,Data Scientist,4,140500
32,Male,PhD,Cloud Architect,7,226500
38,Female,Master's,Account Executive,15,120000
30,Male,Bachelor's,Manager,7,86500
25,Female,Bachelor's,Director of Engineering,1,177000
26,Female,Master's,Senior Software Engineer,4,161500
22,Female,Bachelor's,Mobile Developer,0,83500
24,Female,High School,Digital Marketing Specialist,0,49500
38,Male,Master's,Graphic Designer,18,104500
36,Female,Master's,Content Strategist,15,118000
31,Male,Bachelor's,Recruiter,2,65500
29,Male,Master's,Marketing Manager,3,101500
25,Female,High School,Logistics Coordinator,1,36500
28,Female,High School,Supply Chain Manager,4,80000
30,Female,Bachelor's,Scrum Master,3,92000
27,Female,Bachelor's,Senior Data Analyst,9,118500
24,Female,Bachelor's,UI Designer,0,73500
25,Male,Bachelor's,Logistics Coordinator,2,52000
34,Male,PhD,Scrum Master,7,123000
41,Male,Bachelor's,Operations Manager,16,137500
33,Female,Master's,Junior Developer,7,75500
32,Male,Master's,Biomedical Engineer,6,128500
32,Male,Bachelor's,UX Designer,10,116000
26,Female,Master's,UX Designer,3,110500
46,Male,Bachelor's,VP,21,303500
22,Male,Bachelor's,Senior Accountant,0,86500
26,Female,Bachelor's,Frontend Developer,4,99500
29,Male,Bachelor's,COO,3,245000
29,Male,Bachelor's,Senior Product Manager,7,168500
29,Male,Master's,Intern,6,54500
27,Male,Bachelor's,VP,5,208000
25,Male,PhD,Cloud Architect,3,200500
25,Male,Master's,Director of Engineering,5,222500
22,Female,Bachelor's,Logistics Coordinator,1,52500
30,Male,Master's,VP,7,287000
54,Male,Bachelor's,Product Manager,27,225000
25,Male,Bachelor's,Junior Developer,0,52500
28,Female,Bachelor's,Chemical Engineer,4,99500
22,Male,Bachelor's,Recruiter,1,53000
27,Female,Bachelor's,Content Strategist,1,64000
43,Male,Bachelor's,Backend Developer,19,150500
29,Male,High School,Content Strategist,1,49000
24,Female,Master's,Data Scientist,2,127500
27,Female,Master's,Senior Product Manager,8,218500
31,Female,Master's,Investment Banker,8,200500
36,Female,High School,Business Analyst,15,78500
25,Male,PhD,CFO,0,302000
28,Male,Bachelor's,Senior Product Manager,3,158000
53,Male,Bachelor's,Project Manager,31,176500
26,Female,Bachelor's,Supply Chain Manager,1,81000
41,Male,PhD,Senior Financial Analyst,14,192000
24,Female,Bachelor's,Junior Developer,0,48000
32,Female,High School,Electrical Engineer,8,87500
28,Female,PhD,VP of Engineering,4,292500
28,Female,PhD,HR Manager,3,114000
26,Female,Master's,Senior Data Analyst,3,114500
45,Female,Master's,Biomedical Engineer,20,169000
26,Male,Bachelor's,Project Manager,0,88000
32,Female,PhD,Supply Chain Manager,8,160500
23,Female,Bachelor's,UX Designer,0,96500
26,Female,High School,CTO,1,198500
28,Male,Bachelor's,Chemical Engineer,8,115000
46,Male,Bachelor's,Electrical Engineer,23,148500
33,Male,Bachelor's,Senior Accountant,10,108000
33,Male,Master's,Backend Developer,10,136500
31,Male,Master's,Product Manager,11,180500
50,Male,Master's,Full Stack Developer,27,198500
27,Male,Master's,Frontend Developer,1,95000
43,Male,PhD,Senior Software Engineer,18,242500
31,Male,Bachelor's,Brand Manager,6,99000
28,Male,Bachelor's,Operations Manager,4,96500
28,Female,Bachelor's,CTO,4,234000
32,Male,High School,Business Analyst,10,83000
43,Female,Master's,Director,21,283000
27,Female,Bachelor's,Senior Accountant,1,77000
26,Female,Bachelor's,Full Stack Developer,3,99500
24,Female,PhD,Mobile Developer,0,116500
28,Male,Bachelor's,Business Analyst,5,83500
27,Female,Bachelor's,Project Manager,4,106500
35,Male,Bachelor's,Accountant,13,93000
43,Female,Bachelor's,Mobile Developer,17,158500
32,Male,Bachelor's,Manager,11,111500
44,Female,Bachelor's,Research Scientist,19,170000
24,Male,Bachelor's,Senior Manager,0,106000
26,Male,Bachelor's,Accountant,4,70000
33,Female,Master's,Data Analyst,10,99500
36,Male,Bachelor's,VP of Engineering,11,278500
25,Female,High School,UI Designer,4,74500
28,Female,Master's,Cloud Architect,1,174500
24,Male,Bachelor's,VP,2,201000
22,Female,Bachelor's,Manager,1,75000
29,Female,Bachelor's,Senior Software Engineer,5,157500
25,Male,Master's,VP,3,251000
25,Male,PhD,Senior Data Scientist,3,214000
24,Female,Master's,Accountant,0,77000
38,Female,Bachelor's,Product Manager,14,170000
25,Male,Bachelor's,HR Specialist,5,61000
34,Male,Bachelor's,Brand Manager,11,128500
26,Female,Bachelor's,Graphic Designer,4,68500
27,Female,Bachelor's,Senior Manager,5,142000
35,Female,Bachelor's,DevOps Engineer,11,146000
25,Female,PhD,Recruiter,0,73000
26,Female,Master's,Backend Developer,3,104000
37,Female,Bachelor's,Senior Data Analyst,10,109500
22,Female,Bachelor's,Marketing Manager,0,79000
26,Female,Bachelor's,Manager,1,83500
45,Male,Bachelor's,Project Manager,19,143500
25,Male,PhD,Cloud Architect,3,206000
26,Male,High School,UI Designer,0,61500
24,Female,PhD,Director,2,209000
35,Male,Bachelor's,Data Analyst,11,88000
35,Female,Bachelor's,Marketing Manager,14,123000
33,Male,Bachelor's,Product Manager,9,144500
24,Male,Bachelor's,Graphic Designer,4,63000
43,Female,Master's,Business Analyst,19,148000
24,Male,Bachelor's,Logistics Coordinator,0,49500
63,Male,Bachelor's,Cybersecurity Analyst,40,223000
31,Male,Bachelor's,HR Manager,6,80000
24,Male,Master's,Sales Representative,3,60000
23,Female,High School,Machine Learning Engineer,0,101500
